finish -2: Computing delta...
finish -1: Starting kernel launch from Python binding, s_q=4096, topk_length=2048
[B79 SQ39 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B118 SQ59 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B28 SQ14 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B60 SQ30 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B119 SQ59 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B29 SQ14 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B61 SQ30 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B96 SQ48 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B97 SQ48 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B30 SQ15 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B31 SQ15 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B1 SQ0 CTA1] k=0 [WG2] step 2-pre: wait bar_dkv_part0_ready phase=0
[B24 SQ12 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B25 SQ12 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B12 SQ6 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B13 SQ6 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B104 SQ52 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B105 SQ52 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B14 SQ7 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B15 SQ7 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B68 SQ34 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B69 SQ34 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B66 SQ33 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B112 SQ56 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B67 SQ33 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B113 SQ56 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B110 SQ55 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B111 SQ55 CTA1] k=0 [WG3] step 3: bar_s_ready done
[WG0 CTA0] finish 1: LSE loaded from global memory
[B0 SQ0 CTA0] k=0 [WG2] step 2-pre: wait bar_dkv_part0_ready phase=0
[B102 SQ51 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B103 SQ51 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B34 SQ17 CTA0] k=0 [WG3] step 2a: P done, bar_p_ready
[B35 SQ17 CTA1] k=0 [WG3] step 3: bar_s_ready done
[B1 SQ0 CTA1] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B11 SQ5 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B10 SQ5 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B130 SQ65 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B74 SQ37 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B75 SQ37 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B131 SQ65 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B26 SQ13 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B42 SQ21 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B114 SQ57 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B62 SQ31 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B115 SQ57 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B43 SQ21 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B72 SQ36 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B88 SQ44 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B27 SQ13 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B116 SQ58 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B132 SQ66 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B56 SQ28 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B73 SQ36 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B63 SQ31 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B133 SQ66 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B0 SQ0 CTA0] k=0 [WG3] step 1-pre: wait bar_prologue_kv phase=0
[B40 SQ20 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B134 SQ67 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B120 SQ60 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B100 SQ50 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B89 SQ44 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B60 SQ30 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B41 SQ20 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B106 SQ53 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B58 SQ29 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B135 SQ67 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B57 SQ28 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B86 SQ43 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B61 SQ30 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B117 SQ58 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B101 SQ50 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B59 SQ29 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B128 SQ64 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B78 SQ39 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B87 SQ43 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B121 SQ60 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B107 SQ53 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B79 SQ39 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B30 SQ15 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B31 SQ15 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B44 SQ22 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B91 SQ45 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B9 SQ4 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B8 SQ4 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B90 SQ45 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B129 SQ64 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B24 SQ12 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B104 SQ52 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B25 SQ12 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B14 SQ7 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B45 SQ22 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B105 SQ52 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B15 SQ7 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B76 SQ38 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B102 SQ51 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B77 SQ38 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B122 SQ61 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B103 SQ51 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B142 SQ71 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B5 SQ2 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B4 SQ2 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B123 SQ61 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B143 SQ71 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B39 SQ19 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B47 SQ23 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B38 SQ19 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B48 SQ24 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B64 SQ32 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B71 SQ35 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B46 SQ23 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B49 SQ24 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B93 SQ46 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B70 SQ35 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B108 SQ54 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B54 SQ27 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B94 SQ47 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B124 SQ62 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B65 SQ32 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B23 SQ11 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B125 SQ62 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B95 SQ47 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B55 SQ27 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B109 SQ54 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B7 SQ3 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B92 SQ46 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B72 SQ36 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B60 SQ30 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B116 SQ58 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B22 SQ11 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B40 SQ20 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B6 SQ3 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B73 SQ36 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B80 SQ40 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B58 SQ29 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B81 SQ40 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B136 SQ68 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B137 SQ68 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B29 SQ14 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B33 SQ16 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B61 SQ30 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B117 SQ58 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B32 SQ16 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B118 SQ59 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B41 SQ20 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B59 SQ29 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B87 SQ43 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B128 SQ64 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B86 SQ43 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B16 SQ8 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B17 SQ8 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B2 SQ1 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B12 SQ6 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B66 SQ33 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B146 SQ73 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B9 SQ4 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B52 SQ26 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B144 SQ72 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B51 SQ25 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B98 SQ49 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B96 SQ48 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B53 SQ26 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B145 SQ72 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B99 SQ49 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B97 SQ48 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B3 SQ1 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B67 SQ33 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B8 SQ4 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B110 SQ55 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B13 SQ6 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B129 SQ64 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B111 SQ55 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B28 SQ14 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B24 SQ12 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B84 SQ42 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B25 SQ12 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B140 SQ70 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B82 SQ41 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B83 SQ41 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B102 SQ51 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B126 SQ63 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B36 SQ18 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B18 SQ9 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B141 SQ70 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B37 SQ18 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B127 SQ63 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B21 SQ10 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B19 SQ9 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B147 SQ73 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B50 SQ25 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B103 SQ51 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B40 SQ20 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B116 SQ58 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B58 SQ29 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B68 SQ34 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B113 SQ56 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B85 SQ42 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B69 SQ34 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B119 SQ59 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B104 SQ52 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B20 SQ10 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B105 SQ52 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B130 SQ65 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B42 SQ21 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B41 SQ20 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B43 SQ21 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B89 SQ44 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B63 SQ31 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B59 SQ29 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B62 SQ31 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B88 SQ44 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B86 SQ43 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B138 SQ69 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B131 SQ65 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B133 SQ66 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B115 SQ57 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B120 SQ60 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B106 SQ53 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B114 SQ57 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B56 SQ28 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B117 SQ58 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B112 SQ56 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B139 SQ69 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B34 SQ17 CTA0] k=0 [WG3] step 2b: dP done, bar_dp_ready
[B35 SQ17 CTA1] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B57 SQ28 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B87 SQ43 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B121 SQ60 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B101 SQ50 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B44 SQ22 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B91 SQ45 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B90 SQ45 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B24 SQ12 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B132 SQ66 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B5 SQ2 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B100 SQ50 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B102 SQ51 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B123 SQ61 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B0 SQ0 CTA0] k=0 [WG3] step 1: bar_prologue_kv done
[B45 SQ22 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B4 SQ2 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B122 SQ61 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B55 SQ27 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B39 SQ19 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B107 SQ53 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B38 SQ19 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B54 SQ27 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B71 SQ35 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B25 SQ12 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B23 SQ11 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B70 SQ35 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B143 SQ71 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B7 SQ3 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B22 SQ11 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B64 SQ32 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B124 SQ62 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B6 SQ3 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B142 SQ71 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B49 SQ24 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B109 SQ54 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B108 SQ54 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B95 SQ47 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B48 SQ24 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B94 SQ47 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B80 SQ40 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B81 SQ40 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B65 SQ32 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B125 SQ62 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B33 SQ16 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B136 SQ68 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B77 SQ38 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B75 SQ37 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B11 SQ5 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B76 SQ38 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B58 SQ29 CTA0] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B116 SQ58 CTA0] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B10 SQ5 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B26 SQ13 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B137 SQ68 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B72 SQ36 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B47 SQ23 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B32 SQ16 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B17 SQ8 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B16 SQ8 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B46 SQ23 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B103 SQ51 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B146 SQ73 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B144 SQ72 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B52 SQ26 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B53 SQ26 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B51 SQ25 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B99 SQ49 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B98 SQ49 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B96 SQ48 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B145 SQ72 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B97 SQ48 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B93 SQ46 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B73 SQ36 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B63 SQ31 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B59 SQ29 CTA1] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B135 SQ67 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B31 SQ15 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B62 SQ31 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B78 SQ39 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B79 SQ39 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B74 SQ37 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B118 SQ59 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B67 SQ33 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B114 SQ57 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B12 SQ6 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B66 SQ33 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B120 SQ60 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B2 SQ1 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B106 SQ53 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B56 SQ28 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B57 SQ28 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B110 SQ55 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B111 SQ55 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B117 SQ58 CTA1] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B15 SQ7 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B3 SQ1 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B29 SQ14 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B128 SQ64 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B8 SQ4 CTA0] k=0 [WG3] step 3: bar_s_ready done
[B14 SQ7 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B13 SQ6 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B28 SQ14 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B92 SQ46 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B82 SQ41 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B115 SQ57 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B83 SQ41 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B126 SQ63 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B101 SQ50 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B121 SQ60 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B18 SQ9 CTA0] k=0 [WG3] step 3-pre: wait bar_s_ready phase=0
[B127 SQ63 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B119 SQ59 CTA1] k=0 [WG3] step 4: bar_ds_ready done
